age;job;marital;education;housing;loan;contact;month;day_of_week;campaign;previous;poutcome;cons,price,idx;cons,conf,idx;y
34;0;1;6;0;0;0;2;3;1;0;1;92,893;-46,2;0
37;7;1;3;1;0;1;2;1;3;0;1;92,893;-46,2;0
40;6;2;6;0;1;0;3;3;4;0;1;92,963;-40,8;0
42;1;0;3;0;0;1;3;2;1;0;1;94,465;-41,8;0
40;9;2;3;0;0;0;5;5;1;0;1;93,444;-36,1;0
27;10;1;3;1;0;1;3;5;13;0;1;94,465;-41,8;0
45;7;1;3;1;0;0;1;1;1;1;0;93,075;-47,1;0
46;0;0;6;1;1;0;8;3;2;1;0;93,2;-42;0
47;0;1;6;1;1;0;4;3;3;2;0;94,215;-40,3;0
56;5;1;0;0;0;0;5;3;2;0;1;93,444;-36,1;0
32;2;1;3;1;0;1;2;1;1;0;1;93,994;-36,4;0
58;7;1;3;0;0;0;5;5;5;0;1;93,444;-36,1;0
30;0;1;6;1;0;0;5;4;1;0;1;93,444;-36,1;0
39;1;1;1;0;1;0;4;4;1;0;1;93,918;-42,7;0
41;7;1;3;1;0;0;8;4;2;0;1;93,2;-42;0
32;0;1;6;1;0;0;5;3;4;0;1;93,444;-36,1;0
32;7;1;3;0;0;1;2;2;1;0;1;93,994;-36,4;0
29;4;2;6;1;1;1;2;1;3;0;1;93,994;-36,4;0
43;4;0;3;1;0;0;8;1;2;0;1;93,2;-42;0
41;7;0;2;1;0;1;2;3;3;0;1;93,994;-36,4;0
30;0;1;6;1;0;1;2;5;2;0;1;93,994;-36,4;0
35;0;2;3;1;0;0;8;2;1;0;1;93,2;-42;0
44;1;1;1;1;0;1;6;4;1;0;1;94,199;-37,5;0
25;1;1;3;1;0;0;4;2;4;0;1;93,918;-42,7;0
47;1;1;2;1;0;0;5;2;1;0;1;93,444;-36,1;0
32;10;1;5;1;0;1;8;2;1;0;1;93,2;-42;1
26;8;2;3;0;0;0;4;2;1;1;0;94,215;-40,3;0
35;0;2;6;1;0;0;4;1;2;0;1;93,918;-42,7;0
34;1;1;2;0;0;1;3;1;1;0;1;94,465;-41,8;0
57;4;0;6;1;0;1;2;3;1;0;1;93,994;-36,4;0
38;1;2;1;0;1;0;2;3;1;1;0;92,893;-46,2;0
33;0;2;3;1;0;0;7;1;2;2;0;92,431;-26,9;0
32;0;1;3;0;0;0;8;5;2;0;1;93,2;-42;0
47;1;1;0;1;1;0;4;4;1;0;1;93,918;-42,7;0
34;1;2;1;0;0;0;2;1;2;0;1;92,893;-46,2;0
36;0;2;3;1;0;0;1;5;2;0;1;93,075;-47,1;0
28;9;2;5;1;0;0;2;1;1;1;0;92,893;-46,2;0
72;5;0;6;0;0;0;5;2;1;0;1;92,201;-31,4;0
27;7;2;2;1;1;0;4;2;6;0;1;93,918;-42,7;0
43;0;0;3;1;1;0;2;4;2;0;1;92,893;-46,2;0
39;2;2;6;1;0;0;2;5;1;0;1;92,893;-46,2;0
27;0;2;6;0;0;0;0;2;4;0;1;93,369;-34,8;1
35;0;2;6;1;0;0;2;2;1;0;1;92,893;-46,2;0
34;9;1;5;0;0;0;5;1;1;0;1;92,201;-31,4;0
36;7;1;3;1;1;1;3;3;2;0;1;94,465;-41,8;0
39;9;1;3;0;0;0;8;5;2;0;1;93,2;-42;1
35;4;0;3;1;0;1;3;5;4;0;1;94,465;-41,8;0
56;5;1;0;0;0;0;8;2;3;0;1;93,2;-42;0
31;0;2;6;1;0;0;4;3;2;0;1;93,918;-42,7;1
31;7;2;3;1;0;0;2;2;1;0;1;92,893;-46,2;0
45;0;2;6;0;0;0;8;5;3;0;1;93,2;-42;0
42;1;0;2;0;0;0;4;1;3;0;1;93,918;-42,7;0
39;0;1;6;0;0;0;2;5;1;0;1;92,893;-46,2;0
45;1;1;0;0;1;1;3;2;2;0;1;94,465;-41,8;0
50;7;1;3;1;0;0;5;1;15;0;1;93,444;-36,1;0
29;0;2;6;0;0;1;3;2;6;0;1;94,465;-41,8;0
34;2;1;0;1;0;1;2;3;1;0;1;93,994;-36,4;0
36;0;1;6;0;0;0;4;1;6;0;1;93,918;-42,7;0
35;0;2;6;0;0;1;2;1;13;0;1;93,994;-36,4;0
41;9;1;5;0;0;1;2;1;1;0;1;93,994;-36,4;0
42;0;2;6;1;0;1;2;5;1;0;1;93,994;-36,4;0
39;9;1;5;1;0;0;5;1;1;1;2;92,201;-31,4;0
34;1;1;1;0;1;1;4;1;3;0;1;93,918;-42,7;0
52;0;1;3;0;0;1;2;3;2;0;1;93,994;-36,4;0
47;0;0;6;1;0;1;3;5;3;0;1;94,465;-41,8;1
59;4;1;6;0;0;0;9;4;4;1;0;92,713;-33;0
37;7;1;3;0;1;0;1;5;1;1;0;93,075;-47,1;0
33;4;1;6;1;0;0;2;3;4;0;1;92,893;-46,2;0
35;1;1;2;1;0;1;3;5;2;0;1;94,465;-41,8;0
33;0;1;3;1;0;1;2;3;2;0;1;93,994;-36,4;0
40;9;2;6;1;1;0;8;5;1;0;1;93,2;-42;0
39;0;1;6;0;0;1;2;5;1;0;1;93,994;-36,4;0
32;9;1;6;1;0;0;8;1;1;0;1;92,649;-30,1;0
29;9;2;3;1;0;0;5;2;6;0;1;93,444;-36,1;0
32;0;2;3;0;0;0;1;4;1;0;1;93,075;-47,1;1
35;0;0;6;1;0;1;2;5;2;0;1;93,994;-36,4;0
36;0;1;6;1;0;0;4;3;2;0;1;93,918;-42,7;1
38;1;1;0;0;0;0;1;2;1;0;1;93,075;-47,1;0
32;0;1;6;1;0;1;5;2;7;0;1;93,444;-36,1;0
32;0;2;6;0;0;0;5;1;1;0;1;93,444;-36,1;0
34;6;2;3;1;0;0;8;2;4;0;1;93,2;-42;0
42;0;2;6;1;1;1;2;3;1;0;1;93,994;-36,4;1
28;9;2;2;0;0;0;2;2;1;0;1;92,893;-46,2;0
53;9;1;5;0;0;1;2;5;1;0;1;93,994;-36,4;0
27;7;2;2;0;0;1;2;1;2;0;1;93,994;-36,4;0
43;2;1;5;1;1;0;2;5;1;1;0;92,893;-46,2;0
51;10;1;5;1;1;0;4;4;1;0;1;93,918;-42,7;1
35;1;2;1;0;0;1;3;5;2;0;1;94,465;-41,8;0
42;0;1;6;1;0;0;5;5;1;0;1;93,444;-36,1;0
36;9;2;5;0;1;1;2;1;2;0;1;93,994;-36,4;0
35;1;0;2;0;0;1;3;1;4;0;1;94,465;-41,8;0
38;7;1;2;0;0;1;3;5;1;0;1;94,465;-41,8;0
45;1;1;1;0;0;1;3;4;2;0;1;94,465;-41,8;0
24;1;2;2;1;0;0;4;3;3;0;1;93,918;-42,7;0
30;9;1;6;1;0;0;4;2;1;0;1;93,918;-42,7;0
31;2;0;0;0;0;0;8;2;2;0;1;93,2;-42;0
30;4;1;6;1;0;0;4;3;2;0;1;93,918;-42,7;0
68;5;1;6;1;0;0;4;1;2;1;0;94,215;-40,3;1
50;1;1;1;0;0;0;5;2;1;0;1;93,444;-36,1;0
32;10;1;6;1;0;0;5;4;8;0;1;93,444;-36,1;0
55;7;1;3;0;1;0;4;4;1;0;1;93,918;-42,7;0
31;0;1;3;1;1;1;3;3;2;0;1;94,465;-41,8;0
55;7;1;0;0;1;0;5;3;1;0;1;93,444;-36,1;0
34;6;2;6;1;0;0;2;1;3;0;1;92,893;-46,2;0
33;1;1;2;0;0;0;2;5;1;0;1;92,893;-46,2;1
42;7;1;3;0;0;0;2;1;2;0;1;92,893;-46,2;0
56;0;1;6;0;0;1;4;5;9;0;1;93,918;-42,7;0
46;2;1;2;0;0;1;3;1;1;0;1;94,465;-41,8;0
42;0;2;3;0;0;0;4;5;1;0;1;93,918;-42,7;0
33;0;0;6;1;0;0;8;4;2;1;0;93,2;-42;0
53;9;1;5;1;0;1;2;5;1;0;1;93,994;-36,4;0
43;6;1;0;0;1;0;8;3;5;0;1;93,2;-42;0
52;7;1;1;0;1;0;4;1;2;0;1;93,918;-42,7;0
49;3;2;6;0;1;0;9;1;3;0;1;92,713;-33;0
41;0;1;6;1;0;0;5;5;13;0;1;93,444;-36,1;0
26;1;2;0;1;1;0;4;3;3;0;1;93,918;-42,7;0
39;1;0;2;0;0;1;2;2;2;0;1;93,994;-36,4;0
33;1;1;2;0;0;1;3;2;7;0;1;94,465;-41,8;0
36;0;2;1;1;0;1;2;3;2;1;0;92,893;-46,2;0
33;1;1;2;0;1;1;3;2;1;0;1;94,465;-41,8;0
36;7;1;3;0;0;1;3;2;2;0;1;94,465;-41,8;0
61;6;0;6;0;0;0;0;5;2;1;0;93,369;-34,8;0
40;0;1;2;0;0;1;2;2;1;0;1;93,994;-36,4;0
31;9;2;5;0;0;1;4;5;2;0;1;93,918;-42,7;0
41;1;1;0;1;0;1;3;1;2;0;1;94,465;-41,8;0
39;7;1;3;1;0;0;2;4;8;1;0;92,893;-46,2;0
39;0;0;3;0;0;0;4;2;17;0;1;93,918;-42,7;0
38;4;1;6;1;0;0;5;4;2;0;1;92,201;-31,4;0
47;4;1;3;0;1;0;1;5;1;1;0;93,075;-47,1;0
24;0;2;3;1;0;1;4;1;3;0;1;93,918;-42,7;0
45;1;0;3;0;0;0;4;4;1;0;1;93,918;-42,7;0
51;2;1;2;1;0;1;2;2;2;0;1;93,994;-36,4;0
24;9;2;5;1;0;0;3;2;1;0;1;92,963;-40,8;0
24;7;1;3;0;0;0;2;4;5;0;1;92,893;-46,2;0
35;9;1;6;1;0;0;8;3;1;0;1;93,2;-42;0
71;5;2;6;1;0;0;7;2;1;0;1;92,431;-26,9;0
27;0;2;6;1;1;0;1;3;1;1;0;93,075;-47,1;0
32;7;1;3;0;0;0;7;1;1;0;1;92,431;-26,9;0
56;9;0;6;0;1;0;4;4;2;0;1;93,918;-42,7;0
35;7;2;3;1;0;0;2;4;1;1;0;92,893;-46,2;0
35;9;2;5;1;1;0;5;4;1;0;1;93,444;-36,1;0
38;7;2;2;1;0;1;2;4;1;0;1;93,994;-36,4;0
52;7;2;3;1;0;1;3;3;1;0;1;94,465;-41,8;0
27;0;2;6;1;0;0;4;2;1;0;1;93,918;-42,7;0
40;9;1;5;0;0;1;2;2;1;0;1;93,994;-36,4;0
38;1;1;3;1;0;0;4;3;5;0;1;93,918;-42,7;0
32;4;2;6;0;0;0;2;4;4;1;0;92,893;-46,2;0
35;0;1;3;0;0;0;8;2;1;0;1;93,2;-42;0
28;1;2;5;1;0;0;4;3;2;0;1;93,918;-42,7;0
25;1;1;0;0;0;0;4;4;2;0;1;93,918;-42,7;0
28;0;2;6;0;0;0;5;3;1;0;1;92,201;-31,4;0
31;9;1;6;0;0;0;6;4;1;1;2;94,199;-37,5;1
38;9;1;6;0;0;0;3;3;1;0;1;92,963;-40,8;1
53;7;1;3;1;0;1;3;4;1;0;1;94,465;-41,8;0
32;9;0;5;1;0;1;2;5;17;0;1;93,994;-36,4;0
73;5;1;5;1;0;0;5;4;2;0;1;92,201;-31,4;0
34;0;2;3;1;0;1;2;3;1;0;1;93,994;-36,4;0
41;9;0;6;1;0;0;5;5;1;0;1;93,444;-36,1;0
51;1;1;0;0;1;1;3;2;1;0;1;94,465;-41,8;1
34;9;1;6;0;0;0;3;2;2;0;1;92,963;-40,8;0
39;5;2;3;0;0;1;2;4;4;0;1;93,994;-36,4;0
34;9;1;5;1;0;0;0;1;1;0;1;92,843;-50;0
37;3;0;2;1;0;1;2;1;2;0;1;92,893;-46,2;0
40;0;1;3;1;0;1;3;5;3;0;1;94,465;-41,8;0
38;0;1;6;1;0;1;3;4;1;0;1;94,465;-41,8;0
41;0;0;6;1;0;0;5;3;4;0;1;93,444;-36,1;0
38;0;1;6;1;0;0;5;4;3;0;1;93,444;-36,1;0
47;9;0;3;1;0;0;4;4;3;0;1;93,918;-42,7;0
23;1;2;2;1;0;0;4;4;2;0;1;93,918;-42,7;0
30;1;2;2;0;0;1;3;3;11;0;1;94,465;-41,8;0
49;9;1;6;1;0;0;8;4;1;0;1;93,2;-42;0
51;0;1;1;1;0;1;2;5;1;0;1;93,994;-36,4;0
36;9;2;5;1;0;0;2;3;2;1;0;92,893;-46,2;0
49;1;1;1;0;0;0;5;1;3;0;1;93,444;-36,1;0
21;8;2;5;0;0;1;8;3;1;0;1;92,649;-30,1;0
34;10;1;3;0;0;0;4;4;2;0;1;93,918;-42,7;0
45;1;1;0;1;0;0;4;4;2;0;1;93,918;-42,7;1
54;10;1;2;0;0;0;2;3;1;1;2;92,893;-46,2;1
34;7;1;3;0;0;0;2;3;3;0;1;92,893;-46,2;0
36;1;1;1;0;0;0;2;1;1;0;1;92,893;-46,2;0
45;0;2;5;0;0;1;2;2;4;0;1;93,994;-36,4;0
37;0;1;6;0;0;1;8;3;1;0;1;93,2;-42;0
32;1;2;2;1;0;0;8;4;2;0;1;93,2;-42;0
51;0;1;0;0;0;0;2;2;1;1;0;92,893;-46,2;0
35;1;1;1;0;0;1;2;5;3;0;1;93,994;-36,4;0
36;0;2;6;1;1;1;4;4;8;0;1;93,918;-42,7;0
32;0;0;2;1;0;0;4;1;3;0;1;93,918;-42,7;0
34;7;1;3;0;0;1;2;2;1;0;1;93,994;-36,4;0
51;9;1;6;1;0;0;4;3;1;0;1;93,918;-42,7;0
24;0;2;6;0;0;0;5;4;1;1;0;92,201;-31,4;0
37;7;1;3;1;0;0;4;1;2;0;1;92,469;-33,6;0
37;1;1;3;1;0;1;3;1;4;0;1;94,465;-41,8;0
56;1;1;0;1;0;0;5;2;3;0;1;93,444;-36,1;0
27;0;2;3;1;0;1;8;5;1;0;1;93,2;-42;0
59;5;0;2;1;0;1;3;5;4;0;1;94,465;-41,8;0
54;5;1;0;0;1;0;7;4;2;0;1;92,431;-26,9;1
34;1;1;3;0;0;0;2;4;3;1;0;92,893;-46,2;0
36;3;1;1;1;0;1;3;1;3;0;1;94,465;-41,8;0
54;1;1;5;1;1;1;2;1;3;0;1;93,994;-36,4;0
30;0;1;3;1;0;1;2;1;4;0;1;93,994;-36,4;0
37;4;1;6;1;0;0;5;2;2;0;1;93,444;-36,1;0
46;9;1;5;1;0;1;2;2;4;0;1;92,893;-46,2;0
50;7;1;2;1;0;0;5;1;2;0;1;93,444;-36,1;0
78;5;1;0;0;0;0;4;1;1;0;1;94,215;-40,3;1
27;7;2;3;0;0;0;4;5;3;0;1;94,215;-40,3;1
55;9;1;6;0;0;1;2;1;1;0;1;93,994;-36,4;0
51;5;1;2;1;0;0;8;4;1;0;1;93,2;-42;0
41;9;1;5;1;1;0;2;3;2;0;1;92,893;-46,2;0
54;5;1;3;0;0;0;8;2;1;0;1;93,2;-42;0
46;0;0;3;1;0;1;7;5;1;0;1;93,798;-40,4;0
30;0;1;6;0;0;0;8;1;2;0;1;93,2;-42;0
33;1;2;2;1;0;1;3;2;1;0;1;94,465;-41,8;0
38;7;0;3;0;0;0;4;4;1;0;1;93,918;-42,7;0
36;1;1;3;0;0;1;2;1;1;0;1;93,994;-36,4;0
46;9;0;5;1;0;0;4;4;3;0;1;93,918;-42,7;0
40;0;1;6;1;0;1;3;5;5;0;1;94,465;-41,8;0
38;1;2;6;0;0;1;2;5;1;0;1;93,994;-36,4;1
35;9;1;5;1;0;1;3;2;3;0;1;94,465;-41,8;0
55;1;0;0;0;0;1;2;3;4;0;1;92,893;-46,2;0
49;1;1;2;0;0;1;2;2;2;0;1;93,994;-36,4;0
36;0;2;3;0;0;0;1;5;1;0;1;93,075;-47,1;0
42;0;1;6;0;1;0;5;5;7;0;1;93,444;-36,1;0
40;4;2;6;0;0;0;4;4;2;0;1;93,918;-42,7;0
53;9;1;5;1;0;0;5;4;2;0;1;93,444;-36,1;0
42;1;1;3;0;0;1;3;3;2;0;1;94,465;-41,8;0
40;0;1;6;1;0;1;2;1;1;0;1;93,994;-36,4;0
38;0;2;6;1;0;1;4;1;2;0;1;92,469;-33,6;0
34;0;2;6;1;0;0;5;4;1;0;1;93,444;-36,1;0
36;1;2;0;1;0;1;3;5;8;0;1;94,465;-41,8;0
38;0;0;6;0;0;0;2;1;3;0;1;92,893;-46,2;0
32;0;1;3;0;0;0;2;4;1;0;1;92,893;-46,2;0
32;7;1;0;0;0;0;4;1;4;0;1;93,918;-42,7;1
49;2;1;6;1;0;0;1;1;1;0;1;93,075;-47,1;0
35;0;1;3;0;0;0;2;5;1;0;1;92,893;-46,2;1
38;4;1;6;0;0;0;8;2;1;0;1;93,2;-42;0
38;9;2;6;1;0;0;4;5;2;0;1;93,918;-42,7;0
28;1;2;3;0;0;0;2;4;1;0;1;92,893;-46,2;0
26;9;2;5;1;0;0;6;5;1;3;2;94,199;-37,5;1
27;0;2;3;0;0;0;4;2;1;0;1;93,918;-42,7;0
59;5;1;1;1;0;0;4;2;1;0;1;93,918;-42,7;0
26;7;2;3;0;0;1;2;5;3;0;1;93,994;-36,4;0
38;9;2;5;1;0;0;4;4;1;0;1;93,918;-42,7;0
39;2;2;1;1;0;1;2;4;2;0;1;93,994;-36,4;0
40;9;1;6;0;0;0;4;1;2;0;1;93,918;-42,7;0
37;0;0;6;1;0;0;2;3;7;1;0;92,893;-46,2;0
31;7;1;2;0;0;0;1;1;2;0;1;93,075;-47,1;0
47;0;0;6;1;0;0;5;5;2;0;1;93,444;-36,1;0
54;1;1;3;1;1;0;2;3;1;0;1;92,893;-46,2;0
32;4;1;6;1;1;0;8;5;2;0;1;93,2;-42;0
55;9;1;5;0;1;0;2;5;3;1;0;92,893;-46,2;0
80;5;1;0;0;0;0;2;1;1;3;2;93,876;-40;1
29;9;1;5;0;0;1;2;2;2;0;1;93,994;-36,4;0
32;0;2;6;1;0;0;2;3;1;0;1;92,893;-46,2;1
47;0;2;6;0;0;0;5;4;3;0;1;93,444;-36,1;0
49;1;0;0;0;0;1;3;3;5;0;1;94,465;-41,8;0
33;1;1;1;0;0;1;2;3;1;0;1;93,994;-36,4;1
51;0;1;3;0;0;0;8;3;2;0;1;93,2;-42;0
40;2;1;6;1;0;0;5;1;2;0;1;93,444;-36,1;0
44;7;0;3;0;0;0;2;1;4;0;1;92,893;-46,2;1
28;6;2;2;1;0;1;2;2;4;0;1;93,994;-36,4;0
46;9;1;5;0;0;0;8;1;3;0;1;93,2;-42;0
46;2;1;6;1;0;1;2;1;11;0;1;93,994;-36,4;0
52;6;1;2;1;0;1;2;2;4;0;1;93,994;-36,4;0
25;8;2;3;0;0;1;8;2;2;0;1;92,649;-30,1;0
31;2;2;1;1;0;1;3;5;3;0;1;94,465;-41,8;0
52;1;1;0;1;0;0;1;3;1;0;1;93,075;-47,1;0
39;0;0;6;0;1;0;4;1;3;0;1;94,215;-40,3;1
44;0;0;3;1;0;1;8;1;2;1;2;92,649;-30,1;1
39;0;2;3;1;0;0;4;5;1;0;1;93,918;-42,7;0
54;5;1;0;1;0;0;1;5;3;0;1;93,075;-47,1;1
55;5;1;6;1;0;0;4;5;2;0;1;93,918;-42,7;0
46;0;0;2;1;0;1;2;4;2;0;1;93,994;-36,4;0
55;1;0;0;1;0;0;1;4;1;1;0;93,075;-47,1;0
45;7;1;3;1;0;0;1;3;4;0;1;93,075;-47,1;0
29;1;2;2;0;1;0;7;3;2;0;1;92,431;-26,9;1
46;9;0;5;0;0;0;4;2;3;0;1;93,918;-42,7;0
39;1;1;0;1;1;0;4;2;5;0;1;93,918;-42,7;0
50;0;1;6;0;1;1;2;2;4;0;1;93,994;-36,4;0
34;0;1;6;0;0;1;2;2;1;0;1;93,994;-36,4;0
36;2;1;6;0;0;1;2;3;3;0;1;93,994;-36,4;0
29;1;2;0;1;1;0;8;4;5;0;1;93,2;-42;0
43;3;1;0;0;1;1;2;3;1;0;1;93,994;-36,4;0
42;10;1;3;0;0;1;2;1;3;0;1;93,994;-36,4;0
26;1;2;2;1;0;0;4;1;1;0;1;93,918;-42,7;0
47;1;1;0;1;1;1;3;2;1;0;1;94,465;-41,8;0
54;1;2;2;1;0;0;1;5;1;0;1;93,075;-47,1;0
40;9;1;5;1;0;0;5;4;6;0;1;93,444;-36,1;0
29;0;1;6;0;1;0;3;2;3;1;2;94,055;-39,8;1
39;1;1;2;1;0;0;2;1;2;0;1;92,893;-46,2;0
55;1;1;0;0;0;0;4;3;2;0;1;93,918;-42,7;0
43;9;1;5;0;0;1;2;5;2;0;1;93,994;-36,4;0
26;6;2;6;0;0;0;2;3;1;0;1;92,893;-46,2;0
33;9;0;5;1;0;0;5;1;2;0;1;93,444;-36,1;0
42;2;1;0;1;0;1;4;4;2;0;1;93,918;-42,7;0
36;0;1;6;1;0;0;1;1;2;0;1;93,075;-47,1;0
33;1;1;1;1;0;0;1;3;3;0;1;93,075;-47,1;1
36;9;2;3;1;1;0;5;2;7;0;1;93,444;-36,1;0
39;9;1;5;0;0;1;2;2;2;0;1;93,994;-36,4;0
28;0;1;6;0;0;0;5;5;4;0;1;94,027;-38,3;0
38;1;1;2;0;0;1;3;3;1;0;1;94,465;-41,8;0
49;1;1;0;0;0;1;2;5;4;0;1;93,994;-36,4;0
38;4;2;6;0;0;0;4;3;17;0;1;93,918;-42,7;0
36;1;2;2;0;0;0;4;1;2;0;1;93,918;-42,7;0
51;1;1;6;1;0;0;2;5;3;0;1;92,893;-46,2;0
57;5;1;5;0;1;0;4;2;4;0;1;93,918;-42,7;0
44;7;0;3;1;0;0;2;4;1;0;1;92,893;-46,2;1
27;0;2;6;1;0;0;5;3;2;0;1;92,201;-31,4;1
58;4;0;6;1;0;1;4;3;5;0;1;93,918;-42,7;0
28;7;2;3;0;0;1;3;2;3;0;1;94,465;-41,8;0
41;0;1;6;0;0;0;5;2;2;0;1;93,444;-36,1;1
34;1;1;2;1;0;1;3;5;2;0;1;94,465;-41,8;0
29;7;2;3;1;1;0;3;3;2;2;0;92,963;-40,8;1
55;1;0;0;0;0;0;2;3;1;1;0;92,893;-46,2;0
37;9;2;6;1;0;0;5;2;2;4;0;94,027;-38,3;1
39;1;1;5;1;0;1;3;4;1;0;1;94,465;-41,8;0
36;1;1;2;0;0;1;2;3;2;0;1;93,994;-36,4;0
34;1;1;2;0;1;0;2;3;1;0;1;92,893;-46,2;0
35;1;1;2;1;0;0;8;1;1;2;0;94,767;-50,8;0
36;10;1;6;0;0;0;4;4;2;0;1;93,918;-42,7;0
55;0;1;3;0;1;0;1;3;1;1;0;93,075;-47,1;1
50;1;1;0;0;0;0;4;1;3;0;1;93,918;-42,7;1
37;1;1;5;1;0;0;1;1;4;0;1;93,075;-47,1;0
24;8;2;3;0;0;1;3;3;1;0;1;94,465;-41,8;0
57;9;1;6;0;1;1;2;1;5;0;1;93,994;-36,4;0
59;5;0;3;1;0;0;1;4;2;1;0;93,749;-34,6;0
32;0;2;6;1;1;0;6;2;2;0;1;92,379;-29,8;0
36;6;0;5;1;1;0;4;2;4;0;1;93,918;-42,7;0
48;4;1;6;1;1;0;8;2;2;0;1;92,649;-30,1;1
43;9;0;5;1;0;1;3;1;3;0;1;94,465;-41,8;0
26;1;2;3;0;0;0;2;5;3;0;1;92,893;-46,2;0
47;0;0;3;1;0;0;6;2;1;1;2;92,379;-29,8;0
24;9;2;5;1;0;0;4;3;5;0;1;93,918;-42,7;0
35;6;1;6;0;0;1;8;1;1;0;1;93,2;-42;0
26;8;2;2;1;0;0;7;2;2;1;0;92,431;-26,9;0
31;10;2;6;1;0;0;2;2;9;0;1;92,893;-46,2;0
33;1;2;3;0;0;0;2;1;1;0;1;92,893;-46,2;1
53;0;2;3;1;1;1;1;3;3;0;1;93,075;-47,1;0
43;9;1;5;0;0;0;2;4;1;1;0;93,876;-40;1
34;9;2;5;1;1;1;5;1;1;0;1;93,444;-36,1;0
41;9;2;5;1;0;0;5;2;1;0;1;93,444;-36,1;0
33;1;1;1;0;0;0;2;3;2;0;1;92,893;-46,2;0
33;9;1;5;0;0;1;3;1;4;0;1;94,465;-41,8;0
29;0;1;3;1;1;0;5;1;3;0;1;93,444;-36,1;0
25;1;2;2;0;0;0;2;5;2;0;1;92,893;-46,2;0
35;0;1;3;0;0;1;2;1;4;0;1;93,994;-36,4;0
29;9;1;5;1;0;0;4;3;1;0;1;93,918;-42,7;0
57;5;1;6;0;0;0;1;4;1;1;0;93,075;-47,1;0
49;10;1;1;0;0;0;1;1;5;1;0;93,075;-47,1;0
35;0;1;6;1;0;1;2;5;1;0;1;93,994;-36,4;0
31;1;1;1;0;0;1;2;3;2;0;1;93,994;-36,4;0
43;0;1;3;0;0;0;8;2;1;0;1;93,2;-42;0
34;1;1;1;1;0;0;4;1;1;0;1;93,918;-42,7;0
38;0;2;6;1;0;1;3;2;1;0;1;94,465;-41,8;0
43;0;1;6;1;0;0;5;3;4;0;1;93,444;-36,1;0
38;4;1;6;1;0;0;8;4;1;0;1;93,2;-42;0
46;1;1;5;0;0;1;2;3;1;0;1;93,994;-36,4;0
39;0;2;3;0;0;1;2;4;2;0;1;93,994;-36,4;0
47;2;1;5;0;0;1;2;2;2;0;1;93,994;-36,4;0
25;1;2;0;1;0;1;2;5;2;0;1;93,994;-36,4;0
38;4;1;3;0;0;1;2;2;1;0;1;93,994;-36,4;0
36;9;1;5;0;1;1;3;4;2;0;1;94,465;-41,8;0
30;0;1;6;1;0;0;1;2;1;0;1;93,075;-47,1;1
34;0;2;6;1;0;0;0;2;1;3;2;93,369;-34,8;1
46;2;1;3;1;0;0;5;1;1;0;1;92,201;-31,4;0
45;0;1;2;1;0;1;2;3;1;0;1;93,994;-36,4;0
38;3;1;6;1;0;0;5;2;2;0;1;93,444;-36,1;0
30;3;1;3;1;0;1;2;3;1;0;1;93,994;-36,4;0
31;4;0;6;1;0;0;2;5;2;0;1;92,893;-46,2;0
52;0;0;3;0;0;0;4;5;5;0;1;93,918;-42,7;0
48;10;0;0;0;1;1;3;1;2;0;1;94,465;-41,8;0
27;1;2;1;0;0;1;4;2;3;0;1;93,918;-42,7;0
43;1;1;0;1;0;1;3;3;1;0;1;94,465;-41,8;0
45;1;1;1;0;0;1;3;4;1;0;1;94,465;-41,8;0
32;0;1;6;1;1;0;5;3;2;0;1;93,444;-36,1;0
30;0;1;6;1;0;0;5;1;2;0;1;93,444;-36,1;0
60;5;1;5;1;0;0;5;4;3;0;1;93,444;-36,1;0
32;0;2;2;1;0;0;4;4;2;0;1;93,918;-42,7;0
32;1;1;2;0;0;1;3;1;1;0;1;94,465;-41,8;0
54;2;1;6;1;0;1;3;3;2;0;1;94,465;-41,8;0
53;4;1;3;1;0;0;2;1;3;0;1;92,893;-46,2;0
27;9;2;3;1;0;1;2;4;2;0;1;93,994;-36,4;0
29;1;1;1;0;0;0;2;2;1;1;0;92,893;-46,2;0
38;0;1;3;1;0;1;2;4;3;0;1;93,994;-36,4;0
28;1;2;0;0;0;0;4;3;1;0;1;93,918;-42,7;0
37;0;2;3;1;0;0;4;2;2;0;1;93,918;-42,7;0
37;3;1;3;1;0;0;5;4;1;0;1;93,444;-36,1;0
30;9;2;6;1;0;0;5;4;1;0;1;93,444;-36,1;0
32;0;2;6;1;0;0;5;4;1;0;1;93,444;-36,1;0
43;9;2;6;1;0;0;4;4;1;0;1;93,918;-42,7;0
35;1;2;2;1;0;0;4;1;3;0;1;93,918;-42,7;0
42;9;1;5;0;0;0;5;4;1;2;2;94,027;-38,3;1
39;1;1;1;1;0;0;8;4;2;0;1;93,2;-42;0
41;2;1;6;1;0;1;2;3;1;0;1;93,994;-36,4;1
38;0;1;5;0;0;0;4;1;3;0;1;93,918;-42,7;0
29;7;2;3;1;0;0;4;5;2;0;1;93,918;-42,7;0
33;1;1;2;1;0;0;4;3;11;0;1;93,918;-42,7;1
41;0;2;6;1;0;0;1;1;1;0;1;93,075;-47,1;0
45;4;1;2;1;0;0;2;4;1;3;0;93,876;-40;0
35;0;1;6;1;0;0;5;2;3;0;1;93,444;-36,1;0
56;5;1;1;1;0;1;1;1;1;0;1;93,075;-47,1;0
